Emotions,Path
unpleasant,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_mob_sad.wav
unpleasant,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_moon_sad.wav
happy,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_happy/OAF_sour_happy.wav
unpleasant,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_angry/OAF_hall_angry.wav
surprise,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_came_ps.wav
surprise,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_21/03-01-08-01-02-02-21.wav
happy,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_08/03-01-03-02-01-02-08.wav
neutral,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_neutral/YAF_road_neutral.wav
unpleasant,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_07/03-01-04-01-01-02-07.wav
neutral,/kaggle/input/surrey-audiovisual-expressed-emotion-savee/ALL/KL_n04.wav
surprise,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_pleasant_surprised/YAF_lose_ps.wav
neutral,/kaggle/input/surrey-audiovisual-expressed-emotion-savee/ALL/DC_n23.wav
unpleasant,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_16/03-01-05-02-02-02-16.wav
surprise,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_dog_ps.wav
happy,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_happy/OAF_book_happy.wav
happy,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_happy/OAF_soap_happy.wav
neutral,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_neutral/OAF_when_neutral.wav
happy,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_happy/OAF_met_happy.wav
neutral,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_23/03-01-01-01-01-02-23.wav
neutral,/kaggle/input/surrey-audiovisual-expressed-emotion-savee/ALL/JK_n02.wav
neutral,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_05/03-01-02-01-01-01-05.wav
neutral,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_06/03-01-01-01-02-02-06.wav
happy,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_08/03-01-03-01-02-02-08.wav
unpleasant,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Sad/OAF_wag_sad.wav
unpleasant,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_angry/OAF_lean_angry.wav
neutral,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_neutral/OAF_pearl_neutral.wav
neutral,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_20/03-01-02-01-02-01-20.wav
unpleasant,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_12/03-01-05-01-02-02-12.wav
unpleasant,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_angry/OAF_pearl_angry.wav
unpleasant,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_angry/YAF_shack_angry.wav
happy,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_happy/OAF_when_happy.wav
unpleasant,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_angry/OAF_keg_angry.wav
happy,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_happy/OAF_take_happy.wav
neutral,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_neutral/OAF_boat_neutral.wav
happy,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_happy/OAF_moon_happy.wav
unpleasant,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_22/03-01-05-02-01-02-22.wav
surprise,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_12/03-01-08-02-02-01-12.wav
neutral,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_06/03-01-02-02-01-01-06.wav
happy,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_23/03-01-03-01-01-02-23.wav
unpleasant,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_angry/OAF_learn_angry.wav
surprise,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_goal_ps.wav
unpleasant,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_23/03-01-05-02-02-01-23.wav
surprise,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_22/03-01-08-02-01-02-22.wav
neutral,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_14/03-01-01-01-01-01-14.wav
happy,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_04/03-01-03-02-02-01-04.wav
happy,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_happy/OAF_cause_happy.wav
surprise,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_19/03-01-08-01-02-01-19.wav
happy,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_happy/YAF_tire_happy.wav
neutral,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_01/03-01-01-01-01-01-01.wav
unpleasant,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_angry/YAF_ditch_angry.wav
neutral,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_16/03-01-02-02-02-02-16.wav
unpleasant,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_20/03-01-05-01-01-01-20.wav
unpleasant,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Sad/OAF_turn_sad.wav
happy,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_happy/OAF_cheek_happy.wav
unpleasant,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_angry/OAF_hate_angry.wav
unpleasant,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_angry/OAF_youth_angry.wav
happy,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_happy/YAF_join_happy.wav
surprise,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_whip_ps.wav
happy,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_happy/OAF_sheep_happy.wav
neutral,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_15/03-01-02-01-02-01-15.wav
unpleasant,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_rough_sad.wav
surprise,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_join_ps.wav
surprise,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_pleasant_surprised/YAF_lean_ps.wav
happy,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_happy/OAF_yearn_happy.wav
happy,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_happy/YAF_dime_happy.wav
neutral,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_neutral/YAF_numb_neutral.wav
surprise,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_pleasant_surprised/YAF_fail_ps.wav
unpleasant,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_talk_sad.wav
unpleasant,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_angry/OAF_fail_angry.wav
happy,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_24/03-01-03-01-01-01-24.wav
neutral,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_01/03-01-02-01-01-02-01.wav
surprise,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_pleasant_surprised/YAF_mess_ps.wav
unpleasant,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_11/03-01-05-01-01-01-11.wav
unpleasant,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_10/03-01-05-01-01-01-10.wav
unpleasant,/kaggle/input/surrey-audiovisual-expressed-emotion-savee/ALL/KL_a10.wav
neutral,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_neutral/YAF_keen_neutral.wav
neutral,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_10/03-01-01-01-01-01-10.wav
happy,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_10/03-01-03-02-01-02-10.wav
unpleasant,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_angry/OAF_make_angry.wav
unpleasant,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_07/03-01-04-01-02-02-07.wav
happy,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_happy/YAF_chain_happy.wav
neutral,/kaggle/input/surrey-audiovisual-expressed-emotion-savee/ALL/JE_n08.wav
surprise,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_17/03-01-08-02-01-02-17.wav
surprise,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_17/03-01-08-02-02-01-17.wav
surprise,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_08/03-01-08-02-01-01-08.wav
surprise,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_22/03-01-08-02-02-02-22.wav
neutral,/kaggle/input/surrey-audiovisual-expressed-emotion-savee/ALL/KL_n20.wav
surprise,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_23/03-01-08-01-01-01-23.wav
surprise,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_pleasant_surprised/YAF_base_ps.wav
happy,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_happy/YAF_south_happy.wav
happy,/kaggle/input/surrey-audiovisual-expressed-emotion-savee/ALL/KL_h05.wav
happy,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_11/03-01-03-01-01-02-11.wav
happy,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_15/03-01-03-01-01-01-15.wav
happy,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_happy/OAF_which_happy.wav
neutral,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_neutral/OAF_note_neutral.wav
happy,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_happy/OAF_voice_happy.wav
neutral,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_13/03-01-02-02-02-01-13.wav
surprise,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_pleasant_surprised/YAF_vine_ps.wav
surprise,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_13/03-01-08-01-01-01-13.wav
happy,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_happy/OAF_late_happy.wav
neutral,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_neutral/OAF_fail_neutral.wav
unpleasant,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_week_sad.wav
happy,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_18/03-01-03-01-01-02-18.wav
happy,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_06/03-01-03-02-02-02-06.wav
unpleasant,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_14/03-01-04-01-01-01-14.wav
surprise,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_18/03-01-08-01-01-02-18.wav
unpleasant,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_05/03-01-05-02-02-01-05.wav
neutral,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_neutral/OAF_hole_neutral.wav
unpleasant,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_tool_sad.wav
surprise,/kaggle/input/surrey-audiovisual-expressed-emotion-savee/ALL/JK_su05.wav
happy,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_23/03-01-03-01-02-01-23.wav
surprise,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_pleasant_surprised/YAF_rag_ps.wav
neutral,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_neutral/OAF_mob_neutral.wav
unpleasant,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_07/03-01-05-01-02-01-07.wav
happy,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_01/03-01-03-01-02-02-01.wav
unpleasant,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_08/03-01-05-01-02-02-08.wav
happy,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_happy/YAF_tool_happy.wav
unpleasant,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_bath_sad.wav
surprise,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_tell_ps.wav
happy,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_happy/OAF_hate_happy.wav
surprise,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_pleasant_surprised/YAF_ripe_ps.wav
happy,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_happy/OAF_kite_happy.wav
neutral,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_17/03-01-02-01-01-02-17.wav
surprise,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_pleasant_surprised/YAF_shout_ps.wav
happy,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_02/03-01-03-01-01-01-02.wav
